user_id,age,gender,country,post_id,post_type,post_category,likes,comments,shares,watch_time_sec,impression_count,posted_at,follower_count,is_verified,device_type,sentiment,hashtags,engagement_rate,hashtag_count,engagement_score,year,month,month_name,day_of_week,country_avg_impressions,age_group
39757,54.0,male,brazil,623047,reel,education,17885.0,1576.0,1968.0,3162,43378,2022-12-11,721924,False,tablet,positive,#music #love #fashion,0.494006178,3,21429.0,2022,12,December,Sunday,49193.1746031746,46–55
44636,22.0,other,france,508274,reel,education,12068.0,305.0,1008.0,197,66493,2023-11-28,194233,False,desktop,positive,#music #fitness #lifestyle,0.201239228,3,13381.0,2023,11,November,Tuesday,51727.67338709677,18–25
90097,42.0,other,uae,638908,text,food,17099.0,2053.0,74.0,5078,65258,2023-01-22,282301,False,tablet,neutral,#lifestyle,0.29461522,1,19226.0,2023,1,January,Sunday,48928.41351888668,36–45
58280,64.0,other,brazil,687283,reel,travel,5330.0,2890.0,57.0,7566,93941,2022-12-08,477276,False,desktop,positive,#love #fashion #tech,0.088108494,3,8277.0,2022,12,December,Thursday,49193.1746031746,56+
34262,30.0,other,uk,589982,video,fashion,19995.0,1716.0,1042.0,38,63736,2022-04-18,666778,False,mobile,neutral,#tech #music #fashion,0.356988201,3,22753.0,2022,4,April,Monday,51119.39350912779,26–35
90435,36.0,other,germany,660969,text,food,9180.0,360.0,401.0,6852,53534,2023-11-08,223081,False,tablet,positive,#foodie #fashion #reels,0.185695072,3,9941.0,2023,11,November,Wednesday,48605.40612244898,36–45
72211,64.0,other,france,950941,text,fitness,16595.0,1208.0,187.0,2518,16503,2023-09-25,478288,False,desktop,positive,#lifestyle #fun #love,1.090104829,3,17990.0,2023,9,September,Monday,51727.67338709677,56+
64842,21.0,other,uae,576555,image,travel,17137.0,1858.0,1936.0,2126,54709,2023-02-06,757458,False,desktop,positive,#travel #music,0.382587874,2,20931.0,2023,2,February,Monday,48928.41351888668,18–25
66979,43.0,male,usa,167703,text,music,15473.0,2703.0,138.0,728,2520,2023-08-19,269124,False,mobile,positive,#travel,7.267460317,1,18314.0,2023,8,August,Saturday,51263.87225548902,36–45
91470,27.0,female,usa,823040,reel,music,3750.0,1971.0,142.0,3899,11318,2022-10-29,296750,False,mobile,positive,#tech #travel,0.518024386,2,5863.0,2022,10,October,Saturday,51263.87225548902,26–35
48197,16.0,male,france,863416,image,fashion,10105.5,1123.0,1991.0,3165,40791,2022-04-17,738572,False,mobile,negative,#travel #fitness #love,0.367605599,3,13219.5,2022,4,April,Sunday,51727.67338709677,Under 18
51844,52.0,female,uk,404280,reel,fitness,19606.0,1113.0,107.0,4779,82086,2023-09-27,796681,False,tablet,negative,#love,0.253709524,1,20826.0,2023,9,September,Wednesday,51119.39350912779,46–55
74754,21.0,other,uk,322452,video,fashion,16819.0,983.0,220.0,6186,30234,2023-08-08,565410,False,tablet,negative,#love #tech #travel,0.596083879,3,18022.0,2023,8,August,Tuesday,51119.39350912779,18–25
44157,57.0,other,australia,613795,video,lifestyle,4929.0,1269.0,144.0,4227,3233,2023-04-22,703245,False,mobile,neutral,#love #fitness #travel,1.96164553,3,6342.0,2023,4,April,Saturday,48346.38336713996,56+
87129,21.0,male,germany,980131,image,fashion,14796.0,2771.0,857.0,2124,61001,2022-12-03,36584,False,tablet,positive,#reels #foodie,0.302027836,2,18424.0,2022,12,December,Saturday,48605.40612244898,18–25
50042,38.0,female,india,450600,image,fitness,18344.0,2162.0,509.0,6065,99189,2023-04-05,576821,False,desktop,neutral,#music #fitness #fun,0.211868252,3,21015.0,2023,4,April,Wednesday,52462.38691588785,36–45
71665,16.0,male,uk,183086,reel,tech,5813.0,2323.0,375.0,7399,65470,2022-11-09,405000,False,desktop,neutral,#music,0.129998473,1,8511.0,2022,11,November,Wednesday,51119.39350912779,Under 18
92856,29.0,male,germany,791703,video,fashion,1724.0,2127.0,4.0,4134,47154,2022-06-03,591237,False,tablet,positive,#love #travel #fun,0.081753404,3,3855.0,2022,6,June,Friday,48605.40612244898,26–35
37376,28.0,female,uk,479673,image,tech,1494.0,178.0,1980.0,7733,40603,2023-09-01,11161,False,tablet,negative,#fun #fashion,0.089944093,2,3652.0,2023,9,September,Friday,51119.39350912779,26–35
65554,27.0,male,australia,380398,video,fashion,18363.0,560.0,387.0,6294,81771,2022-12-15,436519,True,desktop,positive,#travel #lifestyle #love,0.236147289,3,19310.0,2022,12,December,Thursday,48346.38336713996,26–35
24199,47.0,other,japan,423417,video,lifestyle,8437.0,2556.0,567.0,3771,50670,2023-08-17,261739,True,desktop,neutral,#lifestyle,0.228142885,1,11560.0,2023,8,August,Thursday,49616.13559322034,46–55
91412,64.0,other,uk,552827,video,fitness,7160.0,2307.0,1790.0,7119,69326,2023-06-13,563758,False,tablet,positive,#fitness #fashion,0.162377751,2,11257.0,2023,6,June,Tuesday,51119.39350912779,56+
60948,17.0,other,germany,217574,reel,fashion,8575.0,1809.0,983.0,5538,99951,2022-10-27,626017,False,tablet,positive,#music #fitness #lifestyle,0.113725726,3,11367.0,2022,10,October,Thursday,48605.40612244898,Under 18
83781,17.0,other,australia,739135,reel,food,284.0,291.0,1994.0,7989,45331,2023-11-23,667561,False,mobile,negative,#reels #tech,0.056672035,2,2569.0,2023,11,November,Thursday,48346.38336713996,Under 18
82750,32.0,other,australia,205547,video,lifestyle,15315.0,2932.0,1757.0,3257,82378,2023-12-29,147373,False,mobile,neutral,#foodie #tech #music,0.242831824,3,20004.0,2023,12,December,Friday,48346.38336713996,26–35
76262,27.0,male,germany,553218,video,food,5083.0,290.0,1895.0,6461,48034,2023-06-18,134554,False,tablet,negative,#music #foodie #fun,0.151309489,3,7268.0,2023,6,June,Sunday,48605.40612244898,26–35
56600,30.0,male,germany,637214,video,music,8491.0,541.0,559.0,5583,1662,2022-08-24,671484,False,desktop,positive,#fun,5.770758123,1,9591.0,2022,8,August,Wednesday,48605.40612244898,26–35
86898,59.0,other,usa,854719,text,music,900.0,1497.0,1839.0,5551,70022,2022-07-30,620637,False,tablet,neutral,#music #love,0.066379138,2,4236.0,2022,7,July,Saturday,51263.87225548902,56+
72483,14.0,other,japan,557480,text,lifestyle,1459.0,2811.0,1186.0,3206,18661,2022-10-13,38256,False,desktop,neutral,#tech,0.292374471,1,5456.0,2022,10,October,Thursday,49616.13559322034,Under 18
28297,41.0,male,australia,608237,reel,lifestyle,13680.0,593.0,1771.0,5622,53062,2023-02-27,14992,True,tablet,neutral,#love #travel #fashion,0.302363273,3,16044.0,2023,2,February,Monday,48346.38336713996,36–45
40448,25.0,female,usa,611500,video,education,19305.0,1428.0,1783.0,7852,33346,2023-12-20,521754,False,tablet,negative,#tech #travel,0.675223415,2,22516.0,2023,12,December,Wednesday,51263.87225548902,18–25
36172,16.0,male,brazil,451671,text,fashion,2533.0,947.0,364.0,5388,82667,2023-05-09,678446,False,desktop,neutral,#fashion,0.046499813,1,3844.0,2023,5,May,Tuesday,49193.1746031746,Under 18
52874,54.0,male,france,469531,image,fitness,6579.0,2527.0,416.0,6580,363,2023-02-23,106042,False,desktop,neutral,#travel #love #reels,26.23140496,3,9522.0,2023,2,February,Thursday,51727.67338709677,46–55
17657,57.0,male,france,389707,image,education,17189.0,1348.0,1532.0,6770,89122,2022-12-11,65893,False,tablet,positive,#music #fashion #foodie,0.225185701,3,20069.0,2022,12,December,Sunday,51727.67338709677,56+
94386,22.0,male,australia,265202,video,fitness,7595.0,380.0,1635.0,7665,6746,2023-06-07,664948,True,desktop,positive,#fashion #music #fitness,1.42454788,3,9610.0,2023,6,June,Wednesday,48346.38336713996,18–25
35425,43.0,male,usa,887357,text,travel,18612.0,1497.0,20.0,7900,97539,2022-11-15,484244,True,desktop,positive,#music,0.208490963,1,20129.0,2022,11,November,Tuesday,51263.87225548902,36–45
36685,53.0,female,japan,675883,image,fitness,1921.0,309.0,613.0,2598,76784,2022-12-08,318401,False,tablet,positive,#music,0.037025943,1,2843.0,2022,12,December,Thursday,49616.13559322034,46–55
34578,20.0,other,japan,230249,reel,tech,4972.0,1693.0,516.0,4435,91773,2023-01-14,138931,False,mobile,neutral,#fun,0.078247415,1,7181.0,2023,1,January,Saturday,49616.13559322034,18–25
38831,15.0,other,brazil,640609,image,fashion,2387.0,1498.0,1983.0,3313,26112,2023-06-30,587861,False,mobile,neutral,#music #fun #foodie,0.224724265,3,5868.0,2023,6,June,Friday,49193.1746031746,Under 18
17906,60.0,female,australia,267820,reel,food,10730.0,2894.0,1220.0,1244,47678,2023-09-25,235162,False,desktop,neutral,#fitness #lifestyle,0.311338563,2,14844.0,2023,9,September,Monday,48346.38336713996,56+
71413,58.0,other,uk,795388,image,fitness,14830.0,2472.0,660.0,4087,80859,2023-11-26,701176,False,tablet,positive,#fashion #lifestyle #music,0.222139774,3,17962.0,2023,11,November,Sunday,51119.39350912779,56+
64028,21.0,other,brazil,378295,image,food,1996.0,1165.0,1368.0,657,18489,2023-08-13,423252,False,desktop,neutral,#fitness #music,0.244956461,2,4529.0,2023,8,August,Sunday,49193.1746031746,18–25
17287,42.0,male,usa,176133,text,travel,4825.0,660.0,329.0,2965,79989,2023-09-27,237481,False,tablet,neutral,#music #travel,0.072684994,2,5814.0,2023,9,September,Wednesday,51263.87225548902,36–45
43660,23.0,female,uk,134187,image,fashion,5282.0,2273.0,377.0,1699,52392,2022-07-27,548431,False,mobile,negative,#fashion,0.15139716,1,7932.0,2022,7,July,Wednesday,51119.39350912779,18–25
85758,47.0,female,france,143835,image,fitness,13869.0,1497.0,1234.0,4456,25583,2022-07-05,555998,False,mobile,neutral,#fitness #lifestyle,0.648868389,2,16600.0,2022,7,July,Tuesday,51727.67338709677,46–55
70504,49.0,other,canada,362203,reel,education,18887.0,2072.0,159.0,6068,32997,2022-01-17,605170,False,mobile,neutral,#fashion,0.639997576,1,21118.0,2022,1,January,Monday,48703.150097465885,46–55
69720,38.0,other,france,594044,reel,food,15451.0,2142.0,657.0,3043,41997,2022-10-17,657693,False,desktop,neutral,#foodie #fun,0.434554849,2,18250.0,2022,10,October,Monday,51727.67338709677,36–45
44701,25.0,other,australia,316789,image,education,104.0,2555.0,1593.0,6914,20202,2022-09-11,368050,False,mobile,positive,#music #love,0.21047421,2,4252.0,2022,9,September,Sunday,48346.38336713996,18–25
93300,48.0,male,germany,127235,video,lifestyle,8630.0,564.0,353.0,6333,82834,2023-09-03,424346,False,mobile,positive,#music,0.115254606,1,9547.0,2023,9,September,Sunday,48605.40612244898,46–55
27674,25.0,male,france,718496,image,education,17905.0,1605.0,1263.0,6556,94174,2023-03-22,110570,False,desktop,neutral,#music #lifestyle,0.220581052,2,20773.0,2023,3,March,Wednesday,51727.67338709677,18–25
93560,24.0,male,uae,167114,image,fitness,1351.0,1199.0,78.0,4424,71485,2023-04-01,513329,False,tablet,positive,#reels #travel,0.036762957,2,2628.0,2023,4,April,Saturday,48928.41351888668,18–25
33874,49.0,female,france,800726,text,travel,2698.0,643.0,151.0,1799,93593,2022-05-27,25493,False,mobile,positive,#fitness #fashion,0.037310483,2,3492.0,2022,5,May,Friday,51727.67338709677,46–55
53642,22.0,other,france,753479,image,education,19996.0,1431.0,1012.0,5341,65650,2022-04-24,132504,False,tablet,positive,#foodie #lifestyle #tech,0.334242193,3,22439.0,2022,4,April,Sunday,51727.67338709677,18–25
75160,21.0,female,france,999263,image,lifestyle,16892.0,2537.0,382.0,5963,13907,2022-04-07,609872,False,tablet,negative,#music #travel #foodie,1.424534407,3,19811.0,2022,4,April,Thursday,51727.67338709677,18–25
27602,64.0,female,france,484033,reel,food,15300.0,1950.0,692.0,5805,75865,2023-01-17,518218,True,desktop,positive,#fitness,0.236499044,1,17942.0,2023,1,January,Tuesday,51727.67338709677,56+
98801,19.0,female,uk,881345,reel,food,5310.0,458.0,351.0,6235,69124,2023-01-11,486240,False,tablet,neutral,#fun #foodie #fitness,0.088522076,3,6119.0,2023,1,January,Wednesday,51119.39350912779,18–25
35931,14.0,other,uk,705871,reel,fashion,6190.0,2948.0,1224.0,4535,46162,2023-05-21,89065,False,tablet,negative,#fun #foodie #tech,0.224470344,3,10362.0,2023,5,May,Sunday,51119.39350912779,Under 18
39192,35.0,male,france,132160,reel,education,10105.5,337.0,950.0,7273,25382,2022-11-18,467977,False,desktop,positive,#reels,0.569419274,1,11392.5,2022,11,November,Friday,51727.67338709677,26–35
56542,51.0,other,india,985443,image,education,17658.0,1354.0,132.0,6388,99106,2022-11-24,771122,False,tablet,neutral,#fashion #travel #foodie,0.193166912,3,19144.0,2022,11,November,Thursday,52462.38691588785,46–55
52520,52.0,other,india,891709,video,fashion,2822.0,1497.0,1988.0,7472,72211,2022-12-15,190871,True,mobile,neutral,#travel,0.09448699,1,6307.0,2022,12,December,Thursday,52462.38691588785,46–55
74772,51.0,male,uk,866809,text,food,16447.0,344.0,633.0,3626,14372,2022-06-19,549031,True,desktop,neutral,#love,1.212357362,1,17424.0,2022,6,June,Sunday,51119.39350912779,46–55
68762,33.0,female,canada,947182,text,lifestyle,3921.0,575.0,168.0,3977,53383,2022-11-03,35344,False,desktop,negative,#foodie #fitness #love,0.087368638,3,4664.0,2022,11,November,Thursday,48703.150097465885,26–35
60106,38.0,female,germany,681190,video,music,10105.5,1570.0,865.0,7052,54094,2022-07-18,514556,False,desktop,neutral,#fun #reels,0.363774171,2,12540.5,2022,7,July,Monday,48605.40612244898,36–45
91121,41.0,male,brazil,311270,video,education,11019.0,1547.0,390.0,1976,88180,2022-06-26,190626,False,mobile,positive,#fun #lifestyle #fashion,0.146926741,3,12956.0,2022,6,June,Sunday,49193.1746031746,36–45
35559,26.0,male,uae,741137,text,music,1547.0,942.0,1881.0,7937,55909,2022-05-04,615668,False,tablet,positive,#fun,0.078162729,1,4370.0,2022,5,May,Wednesday,48928.41351888668,26–35
43742,38.0,male,uae,197052,image,fashion,2076.0,345.0,1408.0,4928,80004,2022-06-06,476229,True,tablet,neutral,#foodie #music #travel,0.047860107,3,3829.0,2022,6,June,Monday,48928.41351888668,36–45
79669,63.0,other,france,752182,text,music,13962.0,324.0,819.0,3669,39360,2023-08-30,32079,False,tablet,negative,#lifestyle #foodie #travel,0.383765244,3,15105.0,2023,8,August,Wednesday,51727.67338709677,56+
90199,17.0,female,canada,263233,video,food,16820.0,2514.0,97.0,4192,5599,2022-10-13,739835,False,mobile,positive,#foodie #fashion #lifestyle,3.47044115,3,19431.0,2022,10,October,Thursday,48703.150097465885,Under 18
31754,43.0,other,india,537715,image,lifestyle,13908.0,2138.0,1817.0,6095,84575,2023-09-03,306968,False,tablet,neutral,#love #foodie,0.211208986,2,17863.0,2023,9,September,Sunday,52462.38691588785,36–45
13972,37.0,male,india,787246,text,tech,3657.0,293.0,1400.0,937,29417,2022-08-23,679552,False,tablet,positive,#reels #fun,0.181867628,2,5350.0,2022,8,August,Tuesday,52462.38691588785,36–45
80831,43.0,female,canada,502016,image,fitness,17146.0,523.0,991.0,7097,11278,2023-12-03,494257,False,mobile,positive,#travel #reels,1.654548679,2,18660.0,2023,12,December,Sunday,48703.150097465885,36–45
51873,62.0,male,germany,149460,image,education,735.0,2897.0,1982.0,5596,4039,2022-10-21,336174,True,mobile,positive,#music,1.389948007,1,5614.0,2022,10,October,Friday,48605.40612244898,56+
19903,32.0,female,uk,491568,video,tech,7214.0,258.0,779.0,1289,96237,2022-01-18,657039,False,tablet,negative,#tech,0.085736255,1,8251.0,2022,1,January,Tuesday,51119.39350912779,26–35
13020,56.0,female,germany,170975,reel,tech,11856.0,1110.0,1861.0,4670,90696,2022-06-23,756423,False,mobile,negative,#fun #music #love,0.163480198,3,14827.0,2022,6,June,Thursday,48605.40612244898,56+
51755,29.0,male,australia,640856,text,fitness,4094.0,1517.0,339.0,2150,81342,2023-02-07,310686,False,mobile,positive,#tech #love #fashion,0.073147943,3,5950.0,2023,2,February,Tuesday,48346.38336713996,26–35
95956,57.0,other,australia,269164,video,food,4728.0,2233.0,1554.0,7421,69310,2023-01-16,635598,False,mobile,positive,#music,0.122853845,1,8515.0,2023,1,January,Monday,48346.38336713996,56+
96988,14.0,male,india,686967,text,music,3729.0,2391.0,1999.0,7622,27387,2022-04-30,798005,True,desktop,positive,#tech #foodie #travel,0.296454522,3,8119.0,2022,4,April,Saturday,52462.38691588785,Under 18
55648,37.0,other,brazil,165781,reel,food,7241.0,820.0,131.0,4924,58457,2022-04-06,331773,False,desktop,positive,#lifestyle,0.140137195,1,8192.0,2022,4,April,Wednesday,49193.1746031746,36–45
19516,25.0,other,australia,370574,reel,fashion,17460.0,1892.0,1631.0,512,9254,2022-01-31,166549,False,tablet,neutral,#fun #music #foodie,2.267451913,3,20983.0,2022,1,January,Monday,48346.38336713996,18–25
12396,51.0,other,india,566935,reel,travel,10472.0,2788.0,209.0,4761,58016,2022-04-07,464043,False,tablet,positive,#fitness #fashion,0.232160094,2,13469.0,2022,4,April,Thursday,52462.38691588785,46–55
94082,40.0,female,france,662980,reel,food,1830.0,1539.0,1028.0,1516,88701,2023-04-15,16053,True,mobile,negative,#fun,0.049571031,1,4397.0,2023,4,April,Saturday,51727.67338709677,36–45
29129,54.0,other,japan,130086,text,music,10090.0,568.0,376.0,5380,92042,2023-12-06,46646,False,tablet,positive,#music #tech #lifestyle,0.119880055,3,11034.0,2023,12,December,Wednesday,49616.13559322034,46–55
11591,18.0,male,japan,936103,image,fitness,17057.0,2997.0,639.0,2082,12134,2022-02-15,762884,False,desktop,positive,#fitness,1.705373331,1,20693.0,2022,2,February,Tuesday,49616.13559322034,Under 18
21303,15.0,female,usa,329334,image,travel,16932.0,508.0,1077.0,1404,95113,2022-08-24,790298,False,tablet,neutral,#love #fitness #foodie,0.194684218,3,18517.0,2022,8,August,Wednesday,51263.87225548902,Under 18
40561,47.0,female,france,244973,reel,fitness,14432.0,1563.0,1521.0,4492,29837,2023-07-15,659515,True,tablet,neutral,#lifestyle,0.587056339,1,17516.0,2023,7,July,Saturday,51727.67338709677,46–55
81719,30.0,other,japan,366051,reel,fitness,895.0,2063.0,1221.0,6170,915,2022-12-03,110798,False,desktop,positive,#music,4.567213115,1,4179.0,2022,12,December,Saturday,49616.13559322034,26–35
96231,23.0,female,germany,329652,image,fitness,18953.0,524.0,1012.0,1931,65596,2023-11-05,261157,False,desktop,negative,#music #foodie,0.303631319,2,20489.0,2023,11,November,Sunday,48605.40612244898,18–25
17314,32.0,male,usa,128604,video,education,17297.0,2247.0,1741.0,1885,95932,2022-10-12,625414,False,mobile,negative,#foodie #love,0.221875912,2,21285.0,2022,10,October,Wednesday,51263.87225548902,26–35
29623,17.0,male,india,137869,reel,education,17560.0,1207.0,1203.0,2353,39835,2022-05-14,69640,False,mobile,positive,#fitness,0.501317936,1,19970.0,2022,5,May,Saturday,52462.38691588785,Under 18
77675,31.0,female,canada,769897,image,travel,7273.0,308.0,240.0,3807,50462,2023-11-26,614135,False,mobile,positive,#lifestyle #reels #fashion,0.154987912,3,7821.0,2023,11,November,Sunday,48703.150097465885,26–35
75082,34.0,other,canada,767861,video,tech,6696.0,1839.0,1809.0,2746,52386,2023-06-23,20432,True,tablet,positive,#tech #fitness,0.197457336,2,10344.0,2023,6,June,Friday,48703.150097465885,26–35
93624,31.0,other,india,878845,image,music,19657.0,1383.0,1343.0,5790,54707,2023-10-14,98490,False,tablet,positive,#love,0.409143254,1,22383.0,2023,10,October,Saturday,52462.38691588785,26–35
43130,59.0,female,brazil,743549,video,education,15042.0,2306.0,500.0,580,82574,2022-09-17,21220,False,tablet,negative,#foodie #fitness #fashion,0.216145518,3,17848.0,2022,9,September,Saturday,49193.1746031746,56+
61756,28.0,male,india,530587,text,lifestyle,14900.0,1942.0,1673.0,2212,87885,2023-05-18,292489,False,desktop,neutral,#reels #fashion,0.210673039,2,18515.0,2023,5,May,Thursday,52462.38691588785,26–35
36292,36.0,female,uk,476783,video,fitness,12434.0,1180.0,22.0,3329,29596,2023-08-15,752108,False,tablet,positive,#love #tech #fashion,0.460737938,3,13636.0,2023,8,August,Tuesday,51119.39350912779,36–45
96206,53.0,other,canada,998122,reel,music,17906.0,2472.0,631.0,101,79096,2022-06-29,312811,False,desktop,negative,#fun #tech,0.265613937,2,21009.0,2022,6,June,Wednesday,48703.150097465885,46–55
79274,16.0,other,japan,530037,video,education,7477.0,2826.0,1650.0,4550,77890,2022-09-24,561877,False,tablet,negative,#fashion,0.153460008,1,11953.0,2022,9,September,Saturday,49616.13559322034,Under 18
12469,27.0,female,uae,844092,video,fashion,2802.0,1044.0,1016.0,4288,12057,2023-07-18,428358,False,tablet,negative,#fitness,0.403251223,1,4862.0,2023,7,July,Tuesday,48928.41351888668,26–35
63947,37.0,male,usa,487736,reel,food,3122.0,2686.0,1617.0,3842,64280,2022-03-25,503517,False,desktop,negative,#fun #love #fashion,0.115510268,3,7425.0,2022,3,March,Friday,51263.87225548902,36–45
32534,56.0,female,brazil,368217,text,lifestyle,10105.5,2967.0,1731.0,2963,7952,2023-02-14,173461,True,desktop,negative,#fashion,2.198189135,1,14803.5,2023,2,February,Tuesday,49193.1746031746,56+
73620,47.0,male,australia,292077,video,music,2456.0,1011.0,1012.0,4993,66900,2022-06-05,467926,False,desktop,neutral,#reels #lifestyle,0.06980568,2,4479.0,2022,6,June,Sunday,48346.38336713996,46–55
58874,26.0,male,france,569313,text,food,18033.0,349.0,1887.0,4905,23303,2023-05-05,536375,False,mobile,neutral,#love #reels,0.869802171,2,20269.0,2023,5,May,Friday,51727.67338709677,26–35
59708,61.0,female,brazil,380245,image,food,2320.0,960.0,174.0,298,47778,2022-11-24,638655,False,mobile,positive,#foodie #tech #lifestyle,0.072292687,3,3454.0,2022,11,November,Thursday,49193.1746031746,56+
84553,31.0,female,australia,604268,image,travel,10697.0,437.0,197.0,4116,41953,2023-09-08,466062,False,tablet,positive,#tech #music,0.270087956,2,11331.0,2023,9,September,Friday,48346.38336713996,26–35
78344,38.0,male,brazil,524642,reel,fashion,17527.0,455.0,1561.0,44,48462,2022-12-12,761017,False,tablet,negative,#love,0.403264413,1,19543.0,2022,12,December,Monday,49193.1746031746,36–45
59138,48.0,male,uae,719165,text,fashion,11964.0,2671.0,1477.0,7647,10464,2022-04-07,289708,False,tablet,positive,#foodie #lifestyle #travel,1.539755352,3,16112.0,2022,4,April,Thursday,48928.41351888668,46–55
64302,19.0,male,brazil,369457,reel,lifestyle,8237.0,1569.0,98.0,2543,84324,2023-09-29,737540,False,mobile,positive,#travel #fun #fitness,0.117451734,3,9904.0,2023,9,September,Friday,49193.1746031746,18–25
57638,42.0,male,japan,786133,reel,fashion,19698.0,1103.0,744.0,3859,27839,2022-07-02,10632,False,tablet,positive,#music,0.773914293,1,21545.0,2022,7,July,Saturday,49616.13559322034,36–45
88249,31.0,other,india,159668,video,fashion,4406.0,1475.0,1450.0,4778,62276,2022-11-23,449944,False,desktop,neutral,#music #lifestyle,0.117717901,2,7331.0,2022,11,November,Wednesday,52462.38691588785,26–35
12719,61.0,female,uk,454100,image,music,18993.0,1618.0,1012.0,5809,48934,2023-07-20,121292,False,desktop,negative,#tech #fashion,0.430436915,2,21623.0,2023,7,July,Thursday,51119.39350912779,56+
32890,37.0,male,usa,826610,reel,fashion,7591.0,1512.0,1214.0,6366,81202,2023-11-07,242221,False,mobile,positive,#fitness #love,0.127053521,2,10317.0,2023,11,November,Tuesday,51263.87225548902,36–45
87236,28.0,female,canada,739375,video,lifestyle,3119.0,642.0,973.0,4394,38404,2023-10-23,483609,False,desktop,positive,#reels,0.12326841,1,4734.0,2023,10,October,Monday,48703.150097465885,26–35
46509,59.0,male,australia,481595,video,tech,17784.0,391.0,1601.0,3552,94595,2023-01-13,672597,False,desktop,neutral,#music #foodie #fun,0.209059675,3,19776.0,2023,1,January,Friday,48346.38336713996,56+
52534,52.0,female,usa,716963,text,fashion,19981.0,2621.0,1781.0,7191,25914,2022-03-28,123163,False,tablet,positive,#music #travel,0.940919966,2,24383.0,2022,3,March,Monday,51263.87225548902,46–55
28787,63.0,female,brazil,191634,image,education,3511.0,2080.0,498.0,5457,16157,2023-11-05,215609,False,desktop,positive,#fitness #tech #music,0.376864517,3,6089.0,2023,11,November,Sunday,49193.1746031746,56+
58845,20.0,male,india,768942,text,music,3828.0,920.0,1639.0,3155,80609,2023-11-11,452965,False,desktop,positive,#tech #lifestyle,0.079234329,2,6387.0,2023,11,November,Saturday,52462.38691588785,18–25
67932,30.0,male,usa,209119,text,music,16949.0,1623.0,1214.0,3131,18301,2022-05-15,605003,False,mobile,neutral,#lifestyle #tech #reels,1.081143107,3,19786.0,2022,5,May,Sunday,51263.87225548902,26–35
43062,40.0,female,india,769120,reel,fashion,7651.0,1945.0,140.0,287,50018,2022-03-31,67309,False,desktop,neutral,#travel #fitness,0.194649926,2,9736.0,2022,3,March,Thursday,52462.38691588785,36–45
85713,28.0,female,australia,433935,text,travel,10105.5,1497.0,1714.0,3705,49824,2023-05-03,127412,True,desktop,positive,#fitness #foodie,0.266197013,2,13316.5,2023,5,May,Wednesday,48346.38336713996,26–35
97263,64.0,female,japan,444302,reel,travel,10370.0,1114.0,772.0,516,53715,2023-08-16,443564,False,tablet,positive,#fashion #fitness,0.228167179,2,12256.0,2023,8,August,Wednesday,49616.13559322034,56+
70461,31.0,other,japan,533525,text,education,11784.0,412.0,174.0,7041,46580,2022-03-30,630965,False,tablet,negative,#fitness,0.26556462,1,12370.0,2022,3,March,Wednesday,49616.13559322034,26–35
85418,54.0,male,india,129715,video,fashion,2771.0,2346.0,419.0,2201,38188,2022-10-20,474397,False,tablet,neutral,#fashion #fun #reels,0.144967005,3,5536.0,2022,10,October,Thursday,52462.38691588785,46–55
76672,29.0,other,india,318400,image,tech,6777.0,1788.0,675.0,6424,89768,2023-03-22,612622,False,mobile,neutral,#travel #lifestyle,0.102932002,2,9240.0,2023,3,March,Wednesday,52462.38691588785,26–35
44832,57.0,other,uk,601328,image,music,113.0,2120.0,1457.0,6577,43392,2023-02-03,108655,False,tablet,negative,#fashion #foodie #love,0.085038717,3,3690.0,2023,2,February,Friday,51119.39350912779,56+
41966,25.0,male,france,450404,image,fashion,531.0,260.0,1463.0,4437,94953,2023-05-29,746353,False,desktop,neutral,#love #music #tech,0.02373806,3,2254.0,2023,5,May,Monday,51727.67338709677,18–25
82545,19.0,male,uk,759012,video,education,9714.0,2737.0,1554.0,4181,50002,2023-01-30,28387,False,mobile,neutral,#fun #fashion,0.280088796,2,14005.0,2023,1,January,Monday,51119.39350912779,18–25
22987,39.0,other,usa,912729,video,fashion,3410.0,2013.0,531.0,3658,84831,2022-01-17,770829,False,desktop,negative,#foodie #music #love,0.070186606,3,5954.0,2022,1,January,Monday,51263.87225548902,36–45
47311,22.0,male,germany,329030,text,fashion,9236.0,1497.0,917.0,6922,23838,2023-12-09,431629,False,desktop,negative,#fitness #music,0.481919624,2,11650.0,2023,12,December,Saturday,48605.40612244898,18–25
41575,46.0,female,uk,507244,text,fitness,8324.0,958.0,1822.0,4286,85574,2023-09-24,206467,False,tablet,positive,#fashion #lifestyle,0.129759039,2,11104.0,2023,9,September,Sunday,51119.39350912779,46–55
73852,48.0,female,usa,244875,text,tech,11159.0,1848.0,360.0,3323,68054,2022-08-30,225343,False,mobile,negative,#reels #travel,0.196417551,2,13367.0,2022,8,August,Tuesday,51263.87225548902,46–55
11007,37.0,other,canada,368451,text,food,1726.0,2038.0,1774.0,4076,68624,2023-11-17,442396,False,mobile,negative,#tech #reels #lifestyle,0.08070063,3,5538.0,2023,11,November,Friday,48703.150097465885,36–45
80981,18.0,other,usa,524541,image,education,8217.0,2779.0,445.0,5187,99258,2023-06-28,524607,False,tablet,positive,#foodie,0.115265268,1,11441.0,2023,6,June,Wednesday,51263.87225548902,Under 18
